"Lander","United States","LND","KLND"
"Lands End","United Kingdom","LEQ","EGHC"
"Landskrona","Sweden","JLD","-"
"Langara","Canada","YLA","-"
"Langeoog","Germany","LGO","-"
"Langgur","Indonesia","LUV","WAPL"
"Langimar","Papua New Guinea","LNM","-"
"Langkawi","Malaysia","LGK","WMKL"
"Lankaran","Azerbaijan","LLK","UBBL"
"Lannion","France","LAI","LFRO"
"Lansdowne","Australia","LDW","-"
"Lansdowne House","Canada","YLH","CYLH"
"Lanseria","South Africa","HLA","FALA"
"Lansing","United States","LAN","KLAN"
"Lanzarote","Spain","ACE","GCRR"
"Lanzhou","China","LHW","KLHW"
"Lanzhou Lanzhoudon","China","LZD","-"
"Laoag","Philippines","LAO","-"
"Lappeenranta","Finland","LPP","EFLP"
"Lar","Iran","LRR","-"
"Laramie","United States","LAR","KLAR"
"Larantuka","Indonesia","LKA","WRKL"
"Laredo","United States","LRD","KLRD"
"Larisa","Greece","LRA","-"
"Larnaca","Cyprus","LCA","LCLK"
"Larsen Bay","United States","KLN","-"
"Las Canas","Costa Rica","LCS","-"
"Las Cruces","United States","LRU","KLRU"
"Las Gaviotas","Colombia","LGT","-"
"Las Heras","Argentina","LHS","-"
"Las Korei","Somalia","LKR","KLKR"
"Las Limas","Honduras","LLH","-"
"Las Lomitas","Argentina","LLS","-"
"Las Piedras","Venezuela","LSP","SVJC"
"Las Tunas","Cuba","VTU","MUVT"
"Las Vegas","United States","LAS","KLAS"
"Las Vegas Boulder City Airport","United States","BLD","-"
"Las Vegas Henderson","United States","HSH","KHND"
"Las Vegas Lvs","United States","LVS","KLVS"
"Las Vegas N Terminal","United States","VGT","KVGT"
"Lashio","Myanmar","LSH","-"
"Lastourville","Gabon","LTL","-"
"Latakia","Syria","LTK","-"
"Lathrop Wells","United States","LTH","-"
"Latrobe","United States","LBE","KLBE"
"Latrobe","Australia","LTB","-"
"Latur","India","LTU","-"
"Laucala Island","Fidji","LUC","NFNH"
"Launceston","Australia","LST","YMLT"
"Laura","Australia","LUU","YLRA"
"Laura Station","Australia","LUT","YLRS"
"Laurel/Hattiesburg","United States","PIB","KPIB"
"Laurie River","Canada","LRQ","-"
"Lausanne","Switzerland","QLS","-"
"Laval","France","LVA","-"
"Lavan","Iran","LVP","-"
"Laverton","Australia","LVO","-"
"Lawas","Malaysia","LWY","-"
"Lawdar","Yemen","LDR","-"
"Lawn Hill","Australia","LWH","-"
"Lawrence","United States","LWM","KLWM"
"Lawrenceville","United States","LWV","KLWV"
"Lawrenceville","United States","LZU","-"
"Lawton","United States","LAW","KLAW"
"Lazaro Cardenas","Mexico","LZC","MMLC"
"Le Caire","Egypt","CAI","HECA"
"Le Castellet","France","CTT","-"
"Le Havre","France","LEH","LFOH"
"Le Mans","France","LME","-"
"Le Mans","France","ZLN","-"
"Le Puy","France","LPY","LFHP"
"Le Touquet","France","LTQ","-"
"Leadville","United States","LXV","KLXV"
"Leaf Bay","Canada","XLF","-"
"Leaf Rapids","Canada","YLR","CYLR"
"Learmonth","Australia","LEA","YPLM"
"Lebakeng","Lesotho","LEF","-"
"Lebanon","United States","LEB","KLEB"
"Lebel-Sur-Quevillon","Canada","YLS","-"
"Lecce","Italy","LCC","-"
"Leconi","Gabon","LEO","-"
"Leeds/Bradford","United Kingdom","LBA","EGNM"
"Leesburg","United States","LEE","KLEE"
"Leeton","Australia","QLE","-"
"Leeuwarden","Netherlands","LWR","-"
"Legaspi","Philippines","LGP","RPLP"
"Leguizamo","Colombia","LGZ","-"
"Leh","India","IXL","VILH"
"Lehu","Papua New Guinea","LHP","-"
"Leiden","Netherlands","LID","-"
"Leigh Creek","Australia","LGH","-"
"Leinster","Australia","LER","-"
"Leipzig","Germany","LEJ","EDDP"
"Leipzig-Altenburg","Germany","AOC","EDAC"
"Leitre","Papua New Guinea","LTF","-"
"Lekana","Republic of the Congo","LKC","-"
"Leknes","Norway","LKN","ENLK"
"Lemars","United States","LRJ","KLRJ"
"Lemmon","United States","LEM","KLEM"
"Lemnos","Greece","LXS","LGLM"
"Lemwerder","Germany","XLW","EDWD"
"Lencois","Brazil","LEC","SBLE"
"Lengbati","Papua New Guinea","LNC","KLNC"
"Leninabad","Tajikistan","LBD","UTDL"
"Leninakan","Russia","LWN","UDSG"
"Leo","Burkina Faso","XLU","-"
"Leon","Spain","LEN","LELN"
"Leon-Guanajuato","Mexico","BJX","MMLO"
"Leonora","Australia","LNO","-"
"Leopoldina","Brazil","LEP","-"
"Lereh","Indonesia","LHI","WAJL"
"Leribe","Lesotho","LRB","-"
"Leros","Greece","LRS","LGLE"
"Les Cayes","Haiti","CYA","-"
"Les Sables d'Olonne","France","LSO","-"
"Lese","Papua New Guinea","LNG","-"
"Leshukonskoye","Russia","LDG","-"
"Lesobeng","Lesotho","LES","-"
"Lethbridge","Canada","YQL","CYQL"
"Lethem","Guyana","LTM","SYLT"
"Leticia","Colombia","LET","SKLT"
"Letterkenny","Ireland","LTR","-"
"Levelock","United States","KLL","-"
"Lewiston","United States","LWS","KLWS"
"Lewistown","United States","LWT","KLWT"
"Lewoleba","Indonesia","LWE","-"
"Lexington","United States","LXN","KLXN"
"Lexington","United States","LEX","-"
"Lhasa","China","LXA","ZULS"
"Lhok Sukon","Indonesia","LSX","WITL"
"Lhokseumawe","Indonesia","LSW","WITM"
"Liangping","China","LIA","-"
"Lianyungang","China","LYG","ZSLG"
"Liard River","Canada","YZL","-"
"Libenge","Democratic Republic of the Congo","LIE","-"
"Liberal","United States","LBL","KLBL"
"Liberia","Costa Rica","LIR","MRLB"
"Libo City","China","LLB","-"
"Liboi","Kenya","LBK","-"
"Libreville","Gabon","LBV","FOOL"
"Lichinga","Mozambique","VXC","FQLC"
"Lidkoping","Sweden","LDK","-"
"Liege","Belgium","LGG","EBLG"
"Liepaya","Latvia","LPX","-"
"Lifou","New Caledonia","LIF","NWWL"
"Lightning Ridge","Australia","LHG","-"
"Lihue","United States","LIH","PHLI"
"Lijiang City","China","LJG","ZPLJ"
"Likiep","Marshall Islands","LIK","-"
"Lilabari","India","IXI","VELR"
"Lille","France","LIL","LFQQ"
"Lille-Europe Railway Station","France","XDB","-"
"Lilongwe","Malawi","LLW","FWKI"
"Lima","Peru","LIM","SPIM"
"Lima Usa","United States","AOH","KAOH"
"Limbang","Malaysia","LMN","-"
"Limbunya","Australia","LIB","-"
"Lime Acres","South Africa","LMR","-"
"Lime Village","United States","LVD","-"
"Limoges","France","LIG","LFBL"
"Limon","Costa Rica","LIO","-"
"Limon","United States","LIC","KLIC"
"Limon","Honduras","LMH","-"
"Lin Zhi","China","LZY","-"
"Lincang","China","LNJ","-"
"Lincoln","United States","LNK","KLNK"
"Linda Downs","Australia","LLP","-"
"Lindeman Island","Australia","LDC","YLIN"
"Linden","United States","LDJ","KLDJ"
"Lindi","Tanzania","LDI","-"
"Ling Ling","China","LLF","-"
"Linga Linga","Papua New Guinea","LGN","-"
"Linkoping","Sweden","LPI","ESSL"
"Lins","Brazil","LIP","-"
"Linyi","China","LYI","ZSLY"
"Linz","Austria","LNZ","LOWL"
"Lipetsk","Russia","LPK","-"
"Liping City","China","HZH","ZUNP"
"Lisala","Democratic Republic of the Congo","LIQ","-"
"Lisbonne","Portugal","LIS","LPPT"
"Lishan","Taiwan","LHN","-"
"Lismore","Australia","LSY","YLIS"
"Lissadel","Australia","LLL","-"
"Little Cayman","Cayman Islands","LYB","-"
"Little Grand Rapids","Canada","ZGR","CZGR"
"Little Naukati","United States","WLN","-"
"Little Port Walter","United States","LPW","-"
"Little Rock","United States","LIT","KLIT"
"Liuzhou","China","LZH","ZGZH"
"Livengood","United States","LIV","-"
"Livermore","United States","LVK","KLVK"
"Liverpool","United Kingdom","LPL","EGGP"
"Livingston","United States","LVM","KLVM"
"Livingstone","Zambia","LVI","FLLI"
"Livramento","Brazil","LVB","-"
"Lizard Island","Australia","LZR","-"
"Ljubljana","Slovenia","LJU","LJLJ"
"Lleida","Spain","ILD","LEDA"
"Lloydminster","Canada","YLL","CYLL"
"Loani","Papua New Guinea","LNQ","-"
"Lobatse","Botswana","LOQ","-"
"Lochgilphead","United Kingdom","LPH","-"
"Lock","Australia","LOC","-"
"Lock Haven","United States","LHV","KLHV"
"Lockhart Rivers","Australia","IRG","-"
"Lockport","United States","LOT","KLOT"
"Lodja","Democratic Republic of the Congo","LJA","-"
"Lodwar","Kenya","LOK","-"
"Lodz","Poland","LCJ","-"
"Loei","Thailand","LOE","-"
"Loen","Marshall Islands","LOF","-"
"Logan","United States","LGU","-"
"Logrono","Spain","RJL","LERJ"
"Loikaw","Myanmar","LIW","-"
"Loja","Ecuador","LOH","-"
"Lokichoggio","Kenya","LKG","-"
"Lome","Togo","LFW","DXXX"
"Lompoc","United States","LPC","KLPC"
"Londolovit","Papua New Guinea","LNV","-"
"Londolozi","South Africa","LDZ","-"
"London","Canada","YXU","-"
"Londonderry","United Kingdom","LDY","-"
"Londres","United Kingdom","LON","-"
"Londres City","United Kingdom","LCY","EGLC"
"Londres East","South Africa","ELS","FAEL"
"Londres Gatwick","United Kingdom","LGW","EGKK"
"Londres Heathrow","United Kingdom","LHR","EGLL"
"Londres Luton","United Kingdom","LTN","EGGW"
"Londres Southend","United Kingdom","SEN","EGMC"
"Londres Stansted","United Kingdom","STN","EGSS"
"Londrina","Brazil","LDB","SBLO"
"Lone Rock","United States","LNR","KLNR"
"Lonely","United States","LNI","-"
"Long Akah","Malaysia","LKH","-"
"Long Banga","Malaysia","LBP","-"
"Long Beach","United States","LGB","KLGB"
"Long Island","United States","LIJ","-"
"Long Island","Papua New Guinea","LSJ","-"
"Long Island Macarthur","United States","ISP","KISP"
"Long Island Republic","United States","FRG","KFRG"
"Long Lama","Malaysia","LLM","-"
"Long Lellang","Malaysia","LGL","-"
"Long Pasia","Malaysia","GSA","-"
"Long Semado","Malaysia","LSM","-"
"Long Seridan","Malaysia","ODN","-"
"Long Sukang","Malaysia","LSU","-"
"Long Xuyen","Vietnam","XLO","-"
"Longana","Vanuatu","LOD","NVSG"
"Longapung","Indonesia","LPU","WALP"
"Longbawan","Indonesia","LBW","WALB"
"Longreach","Australia","LRE","YLRE"
"Longview","United States","LOG","-"
"Longview","United States","GGG","-"
"Longyan","China","LCX","-"
"Longyearbyen","Norway","LYR","ENSB"
"Lonorore","Vanuatu","LNE","NVSO"
"Lop Buri","Thailand","KKM","-"
"Lopez De Micay","Colombia","LMX","-"
"Lopez Island","United States","LPS","-"
"Lora Lai","Pakistan","LRG","KLRG"
"Lord Howe Island","Australia","LDH","-"
"Lordsburg","United States","LSB","KLSB"
"Loreto","Mexico","LTO","MMLT"
"Lorica","Colombia","LRI","-"
"Lorient","France","LRT","LFRH"
"Loring","United States","WLR","-"
"Lorraine","Australia","LOA","-"
"Los Alamos","United States","LAM","KLAM"
"Los Angeles","United States","LAX","KLAX"
"Los Angeles Commerce","United States","JBP","-"
"Los Angeles Industry","United States","JID","-"
"Los Angeles Van Nuys","United States","VNY","KVNY"
"Los Banos","United States","LSN","KLSN"
"Los Cabos","Mexico","SJD","MMSD"
"Los Chiles","Costa Rica","LSL","MRLC"
"Los Menucos","Argentina","LMD","-"
"Los Mochis","Mexico","LMM","MMLM"
"Los Roques","Venezuela","LRV","SVRS"
"Lost Harbor","United States","LHB","KLHB"
"Lost River","United States","LSR","-"
"Losuia","Papua New Guinea","LSA","-"
"Lotus Vale","Australia","LTV","-"
"Louis Trichardt","South Africa","LCD","-"
"Louisburg","United States","LFN","-"
"Louisville","United States","SDF","KSDF"
"Lourdes/Tarbes","France","LDE","LFBT"
"Lovelock","United States","LOL","KLOL"
"Lowai","Papua New Guinea","LWI","-"
"Loyangalani","Kenya","LOY","-"
"Luabo","Mozambique","LBM","-"
"Luanda","Angola","LAD","FNLU"
"Luang Namtha","Laos","LXG","VLLN"
"Luang Prabang","Laos","LPQ","VLLB"
"Luau","Angola","UAL","-"
"Lubang","Philippines","LBX","KLBX"
"Lubango","Angola","SDD","FNUB"
"Lubbock","United States","LBB","KLBB"
"Lubumbashi","Democratic Republic of the Congo","FBM","FZQA"
"Lucca","Italy","LCV","-"
"Lucenec","Slovakia","LUE","LZLU"
"Lucerne","Switzerland","QLJ","-"
"Lucknow","India","LKO","VILK"
"Luderitz","Namibia","LUD","FYLZ"
"Ludhiana","India","LUH","VILD"
"Luebeck","Germany","LBC","EDHL"
"Luena","Angola","LUO","FNUE"
"Lufkin/Nacogdoches","United States","LFK","KLFK"
"Lugano","Switzerland","LUG","LSZA"
"Lugansk","Ukraine","VSG","UKCW"
"Lugh Ganane","Somalia","LGX","-"
"Luiza","Democratic Republic of the Congo","LZA","-"
"Lukla","Nepal","LUA","VNLK"
"Lukulu","Zambia","LXU","-"
"Lulea","Sweden","LLA","ESPA"
"Lumbala","Angola","GGC","-"
"Lumberton","United States","LBT","KLBT"
"Lumi","Papua New Guinea","LMI","-"
"Lumid Pau","Guyana","LUB","SYLP"
"Lunyuk","Indonesia","LYK","-"
"Luoyang","China","LYA","-"
"Luozi","Democratic Republic of the Congo","LZI","YLZI"
"Lusaka","Zambia","LUN","FLLS"
"Lusambo","Democratic Republic of the Congo","LBO","KLBO"
"Lusanga","Democratic Republic of the Congo","LUS","FZCE"
"Lushan","China","LUZ","ZSLS"
"Lushoto","Tanzania","LUY","-"
"Lusikisiki","South Africa","LUJ","FALK"
"Lutsk","Ukraine","UCK","-"
"Luwuk","Indonesia","LUW","WAMW"
"Luxembourg","Luxembourg","LUX","ELLX"
"Luxi","China","LUM","ZPLX"
"Luxor","Egypt","LXR","HELX"
"Luzhou","China","LZO","-"
"Luzon Is","Philippines","NCP","-"
"Luzon Is Clark Fld","Philippines","CRK","RPLC"
"Lvov","Ukraine","LWO","UKLL"
"Lyall Harbour","Canada","YAJ","-"
"Lycksele","Sweden","LYC","-"
"Lydd","United Kingdom","LYX","EGMD"
"Lynchburg","United States","LYH","KLYH"
"Lyndhurst","Australia","LTP","-"
"Lyndonville","United States","LLX","-"
"Lynn Lake","Canada","YYL","CYYL"
"Lyon","France","LYS","LFLL"
"Lyon Part-dieu Rail","France","XYD","-"
"M'Banza Congo","Angola","SSY","-"
"M'Bigou","Gabon","MBC","-"
"M'Boki","Central African Republic","MKI","-"
"Maadville","United States","MEJ","KMEJ"
"Maan","Jordan","MPQ","-"
"Maastricht","Netherlands","MST","EHBK"
"Mabaruma","Guyana","USI","SYMB"
"Mabuiag Island","Australia","UBB","-"
"Mac Arthur River","Australia","MCV","-"
"Macae","Brazil","MEA","-"
"Macanal","Colombia","NAD","-"
"Macao","Macau","MFM","VMMC"
"Macapa","Brazil","MCP","SBMP"
"Macara","Ecuador","MRR","-"
"Macas","Ecuador","XMS","SEMC"
"Macdonald Downs","Australia","MNW","-"
"Maceio","Brazil","MCZ","SBMO"
"Macenta","Guinea","MCA","-"
"Machala","Ecuador","MCH","-"
"Mackay","Australia","MKY","YBMK"
"Macksville","Australia","MVH","-"
"Macmillan Pass","Canada","XMP","-"
"Macomb","United States","MQB","KMQB"
"Macon","United States","MCN","KMCN"
"Mactan Island","Philippines","NOP","-"
"Madang","Papua New Guinea","MAG","AYMD"
"Madinah","Saudi Arabia","MED","OEMA"
"Madirovalo","Madagascar","WMV","-"
"Madison","United States","MSN","-"
"Madison","United States","XMD","-"
"Madras","India","MAA","VOMM"
"Madras","United States","MDJ","-"
"Madrid","Spain","MAD","LEMD"
"Madurai","India","IXM","VOMD"
"Mae Hong Son","Thailand","HGN","VTCH"
"Mae Sot","Thailand","MAQ","-"
"Maewo","Vanuatu","MWF","NVSN"
"Mafeteng","Lesotho","MFC","-"
"Mafia Island","Tanzania","MFA","-"
"Mafraq","Jordan","OMF","-"
"Magadan","Russia","GDX","UHMM"
"Magangue","Colombia","MGN","KMGN"
"Magdagachi","Russia","GDG","-"
"Magdalena","Bolivia","MGD","-"
"Magnitogorsk","Russia","MQF","USCM"
"Magnolia","United States","AGO","KAGO"
"Magwe","Myanmar","MWQ","-"
"Mahanoro","Madagascar","VVB","-"
"Mahdia","Guyana","MHA","SYMD"
"Mahe Is.","Seychelles","SEZ","FSIA"
"Mahendranagar","Nepal","XMG","-"
"Maiana","Kiribati","MNK","NGMA"
"Maicao","Colombia","MCJ","-"
"Maiduguri","Nigeria","MIU","-"
"Maikwak","Guyana","VEG","-"
"Maimana","Afghanistan","MMZ","OAMN"
"Main Duck Island","Canada","YDK","-"
"Mainoru","Australia","MIZ","-"
"Maintirano","Madagascar","MXT","-"
"Maio","Cape Verde","MMO","GVMA"
"Maitland","Australia","MTL","-"
"Majkin","Marshall Islands","MJE","-"
"Majma","Saudi Arabia","MJH","-"
"Majunga","Madagascar","MJN","FMNM"
"Majuro","Marshall Islands","MAJ","PKMJ"
"Makabana","Republic of the Congo","KMK","FCPA"
"Makale","Ethiopia","MQX","HAMK"
"Makemo","French Polynesia","MKP","NTGM"
"Makhachkala","Russia","MCX","URML"
"Makin","Kiribati","MTK","NGMN"
"Makini","Papua New Guinea","MPG","-"
"Makkovik","Canada","YMN","-"
"Makokou","Gabon","MKU","-"
"Makoua","Republic of the Congo","MKJ","KMKJ"
"Makung","Taiwan","MZG","-"
"Makurdi","Nigeria","MDI","-"
"Mal","Papua New Guinea","MMV","-"
"Mala Mala","South Africa","AAM","FAMD"
"Malabang","Philippines","MLP","-"
"Malabo","Equatorial Guinea","SSG","FGSL"
"Malacca","Malaysia","MKZ","-"
"Malad City","United States","MLD","KMLD"
"Malaga","Spain","AGP","LEMG"
"Malaimbandy","Madagascar","WML","-"
"Malakal","Sudan","MAK","-"
"Malalaua","Papua New Guinea","MLQ","-"
"Malang","Indonesia","MLG","KMLJ"
"Malange","Angola","MEG","-"
"Malargue","Argentina","LGS","SAMM"
"Malatya","Turkey","MLX","LTAT"
"Malda","India","LDA","-"
"Malden","United States","MAW","KMAW"
"Male","Maldives","MLE","VRMM"
"Malekolon","Papua New Guinea","MKN","KMKN"
"Malelane","South Africa","LLE","-"
"Mali Losinj","Croatia","LSZ","-"
"Maliana","Indonesia","MPT","-"
"Malindi","Kenya","MYD","HKML"
"Mallacoota","Australia","XMC","YMCO"
"Malmo","Sweden","MMX","ESMS"
"Maloelap","Marshall Islands","MAV","-"
"Malololailai","Fidji","PTF","-"
"Malta","United States","MLK","-"
"Malte","Malta","MLA","LMML"
"Mamai","Papua New Guinea","MAP","-"
"Mamburao","Philippines","MBO","KMBO"
"Mamfe","Cameroon","MMF","-"
"Mamitupo","Panama","MPI","KMPI"
"Mammoth Lakes","United States","MMH","KMMH"
"Mamuju","Indonesia","MJU","-"
"Man","Ivory Coast","MJC","DIMN"
"Mana","Fidji","MNF","KMNF"
"Manado","Indonesia","MDC","WAMM"
"Managua","Nicaragua","MGA","MNMG"
"Manakara","Madagascar","WVK","-"
"Mananara","Madagascar","WMR","-"
"Mananjary","Madagascar","MNJ","-"
"Manare","Papua New Guinea","MRM","-"
"Manassas","United States","MNZ","KHEF"
"Manatee","Belize","MZE","-"
"Manaus","Brazil","MAO","KMAO"
"Manchester","United Kingdom","MAN","EGCC"
"Manchester","United States","MHT","-"
"Mandabe","Madagascar","WMD","-"
"Mandalay","Myanmar","MDL","VYMD"
"Mandalgobi","Mongolia","MXW","-"
"Mandera","Kenya","NDE","-"
"Mandeville","Jamaica","MVJ","-"
"Mandji","Gabon","KMD","-"
"Mandora","Australia","MQA","-"
"Mandritsara","Madagascar","WMA","-"
"Manega","Gabon","MGO","-"
"Manetai","Papua New Guinea","MVI","KMVI"
"Manga","Papua New Guinea","MGP","-"
"Mangaia","Cook Islands","MGS","-"
"Mangalore","India","IXE","VOML"
"Mangochi","Malawi","MAI","FWMG"
"Mangole","Indonesia","MAL","KMAL"
"Mangrove Cay","The Bahamas","MAY","-"
"Mangunjaya","Indonesia","MJY","-"
"Manhattan","United States","MHK","KMHK"
"Manicore","Brazil","MNX","-"
"Manihi","French Polynesia","XMH","NTGI"
"Manihiki Island","Cook Islands","MHX","-"
"Manille","Philippines","MNL","RPLL"
"Maningrida","Australia","MNG","-"
"Manistee","United States","MBL","KMBL"
"Manitouwadge","Canada","YMG","CYMG"
"Manitowoc","United States","MTW","KMTW"
"Manizales","Colombia","MZL","SKMZ"
"Manja","Madagascar","MJA","-"
"Manjimup","Australia","MJP","-"
"Mankato","United States","MKT","KMKT"
"Manley Hot Spgs.","United States","MLY","PAML"
"Manners Creek","Australia","MFP","-"
"Mannheim","Germany","MHG","-"
"Manokotak","United States","KMO","-"
"Manokwari","Indonesia","MKW","-"
"Manono","Democratic Republic of the Congo","MNO","-"
"Mansa","Zambia","MNS","OPMS"
"Mansehra","Pakistan","HRA","-"
"Mansfield","United States","MFD","KMFD"
"Manston","United Kingdom","MSE","GMSH"
"Manta","Ecuador","MEC","SEMT"
"Manteo","United States","MEO","-"
"Manti","United States","NTJ","-"
"Manumu","Papua New Guinea","UUU","KUUU"
"Manus Island","Papua New Guinea","MAS","-"
"Manzanillo","Cuba","MZO","-"
"Manzanillo","Mexico","ZLO","MMZO"
"Manzhouli","China","NZH","ZBMZ"
"Manzini","Swaziland","MTS","-"
"Mao","Chad","AMO","FTTU"
"Maota","Samoa","MXS","NSMA"
"Mapoda","Papua New Guinea","MPF","-"
"Mapua","Papua New Guinea","MPU","-"
"Maputo","Mozambique","MPM","FQMA"
"Maquinchao","Argentina","MQD","-"
"Mar Del Plata","Argentina","MDQ","SAZM"
"Mara Lodges","Kenya","MRE","-"
"Maraba","Brazil","MAB","-"
"Maracaibo","Venezuela","MAR","SVMC"
"Maracay","Venezuela","MYC","-"
"Maradi","Niger","MFQ","-"
"Marakei","Kiribati","MZK","NGMK"
"Maramuni","Papua New Guinea","MWI","-"
"Marathon","United States","MTH","KMTH"
"Marathon","Canada","YSP","CYSP"
"Marau","Solomon Islands","RUS","-"
"Marawaka","Papua New Guinea","MWG","-"
"Marble Bar","Australia","MBB","-"
"Marble Canyon","United States","MYH","-"
"Marcala","Honduras","MRJ","KMRJ"
"Marco Island","United States","MRK","-"
"Mardin","Turkey","MQM","-"
"Mare","New Caledonia","MEE","-"
"Mareb","Yemen","MYN","-"
"Mareeba","Australia","MRG","-"
"Marfa","United States","MRF","KMRF"
"Margaret River","Australia","MGV","-"
"Margarima","Papua New Guinea","MGG","KMGG"
"Margarita","Venezuela","PMV","SVMG"
"Margate","South Africa","MGH","FAMG"
"Marguerite Bay","United States","RTE","-"
"Marianske Lazne","Czech Republic","MKA","KMKA"
"Maribo","Denmark","MRW","-"
"Maribor","Slovenia","MBX","LJMB"
"Maricourt Airstrip","Canada","YMC","-"
"Marie Galante","Antigua and Barbuda","GBJ","-"
"Mariehamn","Finland","MHQ","EFMA"
"Marigot","San Marino","MSB","-"
"Marilia","Brazil","MII","-"
"Marina Di Massa","Italy","QMM","-"
"Marinduque","Philippines","MRQ","-"
"Maringa","Brazil","MGF","SBMG"
"Marion","United States","MWA","-"
"Marion","United States","MZZ","KMZZ"
"Marion Downs","Australia","MXD","-"
"Maripasoula","Guyana","MPY","-"
"Mariquita","Colombia","MQU","-"
"Mariscal Estigarribia","Paraguay","ESG","SGME"
"Mariupol","Ukraine","MPW","UKCM"
"Marla","Australia","MRP","-"
"Marlborough","United States","MXG","-"
"Maroantsetra","Madagascar","WMN","FMNR"
"Maroochydore","Australia","MCY","YBMC"
"Maroua","Cameroon","MVR","-"
"Marqua","Australia","MQE","-"
"Marquette","United States","MQT","KSAW"
"Marrakech","Morocco","RAK","GMMX"
"Marree","Australia","RRE","-"
"Marsa Alam","Egypt","RMF","HEMA"
"Marsa El Brega","Libya","LMQ","-"
"Marsabit","Kenya","RBT","-"
"Marseille","France","MRS","LFML"
"Marsh Harbour","The Bahamas","MHH","MYAM"
"Marshall","United States","MLL","-"
"Marshall","United States","MML","KMML"
"Marshalltown","United States","MIW","KMIW"
"Marshfield","United States","MFI","KMFI"
"Martha'S Vineyard","United States","MVY","KMVY"
"Martinsburg","United States","MRB","-"
"Marudi","Malaysia","MUR","-"
"Mary","Turkmenistan","MYP","-"
"Mary'S Harbour","Canada","YMH","CYMH"
"Maryborough","Australia","MBH","-"
"Marysville","United States","MYV","KMYV"
"Masa","Papua New Guinea","MBV","-"
"Masada","Israel","MTZ","LLMZ"
"Masamba","Indonesia","MXB","-"
"Masasi","Tanzania","XMI","-"
"Masbate","Philippines","MBT","KMBT"
"Mascara","Algeria","MUW","-"
"Mascate","Oman","MCT","OOMS"
"Maseru","Lesotho","MSU","-"
"Mashad","Iran","MHD","OIMM"
"Masi Manimba","Democratic Republic of the Congo","MSM","-"
"Masindi","Uganda","KCU","-"
"Masirah","Oman","MSH","-"
"Mason City","United States","MCW","KMCW"
"Massawa","Ethiopia","MSW","-"
"Massena","United States","MSS","KMSS"
"Masset","Canada","ZMT","CZMT"
"Masterton","New Zealand","MRO","SAWB"
"Masvingo","Zimbabwe","MVZ","-"
"Matadi","Democratic Republic of the Congo","MAT","-"
"Matagami","Canada","YNM","CYNM"
"Mataiva","French Polynesia","MVT","NTGV"
"Matak","Indonesia","MWK","KMWK"
"Matam","Senegal","MAX","KMAX"
"Matamata","New Zealand","MTA","-"
"Matamoros","Mexico","MAM","MMMA"
"Matane","Canada","YME","CYME"
"Mataram","Indonesia","AMI","WADA"
"Mataram","Indonesia","LOP","WADL"
"Mato Grosso","Brazil","MTG","-"
"Matsaile","Lesotho","MSG","-"
"Matsu","Taiwan","MFK","-"
"Matsumoto","Japan","MMJ","-"
"Matsuyama","Japan","MYJ","KMYJ"
"Matthews Ridge","Guyana","MWJ","-"
"Mattoon","United States","MTO","KMTO"
"Matupa","Brazil","MBK","-"
"Maturin","Venezuela","MUN","SVMT"
"Maues","Brazil","MBZ","-"
"Mauke","Cook Islands","MUK","-"
"Maulmyine","Myanmar","MNU","-"
"Maumere","Indonesia","MOF","WATC"
"Maun","Botswana","MUB","FBMN"
"Maupiti","French Polynesia","MAU","NTTP"
"Maxton","United States","MXE","KMEB"
"May Creek","United States","MYK","-"
"Mayaguana","The Bahamas","MYG","-"
"Mayaguez","Puerto Rico","MAZ","TJMZ"
"Mayajigua","Cuba","MJG","-"
"Mayfa'Ah","Yemen","MFY","-"
"Mayo","Canada","YMA","CYMA"
"Mayoumba","Gabon","MYB","-"
"Mazar-I-Sharif","Afghanistan","MZR","OAMS"
"Mazatlan","Mexico","MZT","MMMZ"
"Mbala","Zambia","MMQ","-"
"Mbambanakira","Solomon Islands","MBU","-"
"Mbandaka","Democratic Republic of the Congo","MDK","-"
"Mbarara","Uganda","MBQ","-"
"Mbeya","Tanzania","MBI","-"
"Mbout","Mauritania","MBR","-"
"Mbuji-Mayi","Democratic Republic of the Congo","MJM","FZWA"
"Mc Alester","United States","MLC","KMLC"
"Mc Allen","United States","MFE","KMFE"
"Mc Call","United States","MYL","KMYL"
"Mc Carthy","United States","MXY","-"
"Mc Comb","United States","MCB","KMCB"
"Mc Cook","United States","MCK","KMCK"
"Mc Cord","United States","KMC","-"
"Mc Grath","United States","MCG","PAMC"
"Mc Pherson","United States","MPR","KMPR"
"Meadow Lake","Canada","YLJ","CYLJ"
"Mechria","Algeria","MZW","-"
"Medan","Indonesia","MES","WIMM"
"Medellín","Colombia","EOH","SKMD"
"Medellin","Colombia","MDE","SKRG"
"Medford","United States","MFR","KMFR"
"Medfra","United States","MDR","-"
"Medicine Hat","Canada","YXH","CYXH"
"Medina","Colombia","MND","-"
"Medouneu","Gabon","MDV","-"
"Meekatharra","Australia","MKR","-"
"Megeve","France","MVV","-"
"Meghauli","Nepal","MEY","KMEY"
"Megit Island","Marshall Islands","MJB","-"
"Mehamn","Norway","MEH","ENMH"
"Meixian","China","MXZ","ZGMX"
"Mekambo","Gabon","MKB","-"
"Mekane Selam","Ethiopia","MKS","-"
